ID,label,tanggal,judul,narasi,nama file gambar
39528,0,29-Oct-17,"Yang Nangkap Polisi Kamboja, yang Ribut Netizen Indonesia","Yang Nangkap Polisi Kamboja, yang Ribut Netizen Indonesia",39528.png
39813,0,4-Jul-17,: Baliho Red Army di Kota Malang Adalah Simbol Kebangkitan PKI,"Red Army itu kalau orang melihat itu kan identik dengan komunis. Identik dengan satuan di Uni Soviet, di Vietnam maupun di China",39813.jpg
40379,1,16-Dec-16,Pelatihan Masjid Cyber Army di Masjid Baitul Ihsan Bank Indonesia,"Hadirilah Pelatihan MASJID CYBER ARMY yang akan diadakan pada:
 Sabtu, 31 Desember 2016
 Jam 08.00 s/d 17.00
 Tempat : Masjid Baitul Ihsan Bank Indonesia, Jakarta Pusat",40379.jpg
40609,1,18-Oct-16,PERNYATAAN GUBERNUR PAPUA YANG SEBUT BELA AHOK,GUBERNUR PAPU Lukas Enembe : “Kalau non muslim tidak boleh jadi gubernur DKI atau Presiden Indonesia maka biarkan Papua melanesia merdeka.,40609.jpg
40671,1,24-Jul-16,"ABSEN DI ACARA HARI ANAK NASIONAL, JOKOWI PILIH HADIRI SILATNAS RELAWAN","Ketidakhadiran Presiden Joko Widodo (Jokowi) pada puncak peringatan Hari Anak Nasional (HAN) 2016 di Mataram, NTB, hari ini Sabtu (23/7), menimbulkan kekecewaan anak-anak yang datang dari berbagai provinsi.",40671.jpg
41138,1,8-Aug-20,"Video BERITA TERBARU HARI INI ~ SRI MULYANI SUDAH TIDAK SANGGUP LANJUT, SERAHKAN TUGASNYA KE RIZAL RAMLI","BERITA TERBARU HARI INI ~ SRI MULYANI SUDAH TIDAK SANGGUP LANJUT, SERAHKAN TUGASNYA KE RIZAL RAMLI",41138.jpg
41158,1,7-Aug-20,Pesan Berantai Sebuah peringatan !! Sekarang ada yang baru dan sedang terjadi. Orang datang dari pintu ke pintu dan membagikan masker,"Sekarang ada yang baru dan sedang terjadi. Orang datang dari pintu ke pintu dan membagikan masker. Mereka mengatakan: “Ini ada pembagian masker dari pemerintah”. ( Hal itu tidak benar) Mereka meminta Anda mengenakan masker untuk difoto/ dilihat apakah masker tersebut cocok untuk Anda. ( Sebagai laporan klo masker sudah sampai alamat ) masker yg sudah diberi bius, lalu mereka merampok !! Tolong jangan ambil masker dari orang asing. Ingat, teman-teman, ini adalah waktu yang kritis, orang-orang putus asa, tingkat kejahatan meningkat selama periode Covid-19. Harap berhati-hati !!! setidaknya informasi ini mungkin bisa berguna dan bermanfaat, mohon maaf bila ada salah kata🙏🙏🙏Waspada waspada lah pada siapapun yg kita belum mengenalnya ..",41158.jpg
41437,1,16-Jul-20,Beberapa RSUD Di Jakarta dan Depok Ditutup Karena Karyawan Positif Covid-19,Assalamualaikum wr wb Temen2 spesialis….Just Info…Beberapa rumah sakit terpaksa ditutup karena karyawan positif,41437.jpg
41551,1,6-Jul-20,WNA Diangkat Menjadi Direksi di BUMN,INFO BUMN Warga Negara Australia bernama Antonius Reiner Haryanto diangkat menjadi Direktur Transformasi Bisnis Holding Rumah Sakit BUMN Pertamedika. Ini pertama kalinya Warga Negara Asing menjadi Direksi di BUMN Indonesia. Mohon bantu sebarkan info ini. #TolakWnaJadiDireksiBumn,41551.jpg
41685,1,18-Jun-20,sakitnya apa di diagnosa nya covid,Kebusukan RS Bokap gw sakitnya apa di diagnosa nya covid Intinya yg meninggal di RS langsung di vonis covid Angka kematian covid yg meningkat mungkin bukan karena covid melaikan data asal dari RS,41685.png
41729,1,13-Jun-20,Miscaptioned Wolfpack Photo,"A lesson in Wolfpack leadership… The 3 wolves in front are old & sick, they walk in front to set the pace of the running group lest they get left behind. The next 5 wolves are the strongest & best, they are tasked to protect the front side if there is an attack. The pack in the middle are always protected from any attack. The 5 behind them are also among the strongest & best; they are tasked to protect the back side if there is an attack. The last one is the LEADER. He ensures that no one is left behind. He keeps the pack unified and on the same path. He is always ready to run in any direction to protect & serves as the ‘bodyguard’ to the entire group",41729.png
41846,1,29-May-20,"Disebut Banyak Jamur dan Barang Kadaluwarsa, Warga  Diimbau Tak ke Mal",Buat temen2 yg aku sayangi… Saya hanya meng ingat kan saja ya … nanti kalau mal2 dlm waktu dekat ini akan di buka kembali … tolong jangan ke mall dulu ya …. krn pd saat mall di tutup banyak brg2 rusak dan yg berjamur …. mengerikan .,41846.png
42021,1,13-May-20,Vaksin pertama kali dibuat di bawah kekhalifahan Ottoman. Tahun 1717,"Vaksin pertama kali dibuat di bawah kekhalifahan Ottoman. Tahun 1717, Lady Mary Montagu istri dubes British di Istanbul, menulis surat kepada beberapa temannya bahwa di Istanbul ada sesuatu “yang disebut vaksinasi” dalam mengobati orang cacar di Istanbul.Lady Mary menceritakan bahwa perempuan dan anak-anak dikumpulkan lalu di lengan mereka dibuat semacam goresan. Setelah itu diberi sesuatu dan mereka akan mengalami demam ringan, selanjunya akan menjadi imun. Surat ini adalah dokumentasi tertua menyangkut produksi dan pemakaian vaksin. Surat-surat tersebut tertanggal 1 April 1717.Edward Jenner yang disebut penemu vaksin cacar (smallpox) melakukan penelitian tahun 1798. Edward menemukan teori dan tehniknya, namun belum memproduksi vaksin. Sedang Louis Pasteur (1822-1895), pembuat vaksin rabies dan antrax, ketika hendak membuat studi produksi vaksinnya, dia kehabisan uang. Dia lalu menulis surat kepada Sultan Abdul Hamid II. Sultan lalu menyetujui dengan syarat laboratoriumnya dipindah ke Istanbul. Pasteur menolak syarat tsb. Sultan lalu meminta agar 3 dokter Ottoman dijadikan asisten dalam penelitian yang kemudian diterima oleh Pasteur. Sultan kemudian mengirim bantuan 10.000 lira Ottoman dan memberi Pasteur penghargaan medali Order of Medjidie (1st Class). Tahun 1885, vaksin rabies dibuat lalu dibawa ke Istanbul awal Januari 1887. Vaksin rabies pertama kali diproduksi di Istanbul.",42021.png
42191,1,29-Apr-20,Profesor Dr Tasuku Honjo mengatakan bahwa virus korona itu tidak alami. Cina telah membuatnya,"Profesor Fisiologi Kedokteran Jepang, Profesor Dr Tasuku Honjo, menciptakan sensasi di depan media hari ini dengan mengatakan bahwa virus korona itu tidak alami.Jika itu alami, itu tidak akan mempengaruhi seluruh dunia seperti ini. Karena, sesuai sifatnya, suhu berbeda di berbagai negara. Jika itu alami, itu akan berdampak buruk hanya pada negara-negara yang memiliki suhu yang sama dengan Cina.",42191.png
42706,1,13-Mar-20,"jangan ke Kokas dulu ya, mall di lockdown karena salah satu staff diatas ada yang suspect Covid-19","OMD Indonesia, Office Tower 33rd Floor Unit H, Jl. Casablanca Raya Kav. 88, Jakarta Selatan 12870. jangan ke Kokas dulu ya, mall di lockdown karena salah satu staff diatas ada yang suspect Covid-19,",42706.png
42719,1,12-Mar-20,minuman beralkohol bisa mengurangi risiko infeksi dari novel coronavirus; COVID-19,"Setelah penelitian yang luas, temuan kami menunjukkan bahwa mengonsumsi minuman beralkohol dapat membantu mengurangi risiko infeksi oleh coronavirus baru; COVID-19. Vodka paling direkomendasikan untuk minum, membersihkan, dan membersihkan.",42719.png
42748,1,10-Mar-20,"Foto Anak Durhaka berubah menjadi Buaya di Gunung Picung, Kecamatan Tenjolaya, Kabupaten Bogor","Warga Bogor belakangan dihebohkan dengan kasus anak yang dikutuk ibunya. Anak itu dikutuk jadi batu oleh sang ibu di Gunung Picung, Kabupaten Bogor. Banyak pihak yang bertanya-tanya tentang kebenaran berita tersebut. Sebab, berita anak berubah jadi batu berkembang cepat melalui media sosial Facebook",42748.png
43573,1,8-Oct-19,Keren yah.Mobil SITAAN.Masih bisa keluar.Maha Benar Lembaga Tersuci,Keren yah.Mobil SITAAN.Masih bisa keluar.Maha Benar Lembaga Tersuci,43573.png
43913,1,8-Aug-19,Foto Pekerja SUTET Setelah Peristiwa Mati Listrik Jakarta-Jabar-Banten,Sabar ya…. Mrk tengah berusaha benerin,43913.png
43977,1,24-Jul-19,OKTOBER 2019 PRABOWO-SANDI DILANTIK,"Jkw menang di pilpres 2019 tapi gak otomatis bisa dilantik. _*Kenapa?*_
 Karena *Pasal 6 UUD 1945* mengharuskan agar pemenang pilpres harus menang di 50% wilayah provinsi dan tidak boleh ada suara di wilayah provinsi yang di bawah 20 persen.",43977.png
44167,1,24-Jun-19,Ada penampakan Jin mata sipit di belakang hakim MK,"Ada penampakan Jin mata sipit di belakang hakim MK .
Saya kira editan tapi ternyata asli lihat di video @fuadbakh.
Jangan2 cina2 taipan intervensi MK.",44167.png
44891,1,16-Feb-19,Ahok Gantikan Maruf Amin?,Ahok Gantikan Ma’ruf Amin?,44891.png
45093,1,20-Jan-19,Tusuk Gigi dan Kunyit Pendeteksi Borax,"Simbol KB 2JARI di daerah Bantul projotamansari dipaksa tutup terpal. Setdaah…udeh kronis amat ame 2JARI, tuh patung kaga salah ape2 lo blongsongi pake terpal kaya buah nangka. Paraah coyy…",45093.png
45795,0,25-Sep-18,Polri Minta Kominfo Blokir Situs SkandalSandiaga.com,"“Kita sudah komunikasi dengan Kemenkominfo untuk memblokir situs tersebut ya,” kata Kabid Humas Polda Metro Jaya, Kombes Argo Yuwono, Selasa (25/9).",45795.jpg
46050,1,20-Agu-18,"Penculikan Anak di Kusan Hilir, Kabupaten Tanah Bumbu, Kalimantan Selatan",TERJADI DI DS. BATUAH & DS.,46050.jpg
46719,0,24-Apr-18,Video Jokowi Bagi-Bagi Duit 2016 Dipelintir,"Dari penelusuran yang dilakukan Jawa Pos, video itu sebenarnya sudah lama. Sejak 2016 sudah beredar di media sosial.",46719.png
46869,1,27-Mar-18,Siap-siap Konsumsi Garam Impor dari China,“Siap-siap komsumsi garam impor dari china,46869.png
47263,1,18-Jan-18,BAHAYA MEMBERI UCAPAN SELAMAT DENGAN .GIF DI WHATSAPP,Info sangat penting,47263.jpg
47470,1,9-Dec-17,Lowongan Kerja Garuda Indonesia,"PT. Garuda Indonesia (Persero) Tbk. mengundang Anda yang menarik, muda dan enerjik untuk bergabung bersama kami sebagai Pramugari Udara, serta dapatkan kesenangan berkeliling dunia dan memperkenalkan keramahan Indonesia.
JIKA BERMINAT SILAHKAN KIRIMKAN SURAT DAN CV LAMARAN VIA EMAIL KE: Recruitment@garuda-Indonesia.asia
Kisaran Gaji Rp. 4.500.000 sampai Rp. 19.500.000
Tergantung Posisi",47470.jpg
47485,1,8-Dec-17,Rakyat Vietnam Usir Ribuan Warga Cina,"Kapan di negeri ini? Maukah kita kalah dari rakyat Vietnam, Filipina, dan Malaysia. Bahkan, di Hongkong, China diusir. Apakah kita tetap mau jadi jongos, budak, dan manusia-manusia terjajah?",47485.jpg
47620,1,16-Nov-17,Ridwan Kamil akan Ditinggal Pemilih Religius pada Pilgub Jabar karena Mendukung LGBT,"Dukung LGBT, Ridwan Kamil siap Ditinggal Pemilih Relegius Pada PILKADA JAWA BARAT”",47620.jpg
47636,0,16-Nov-17,Ketika Emosi Dominasi Politik,"Ketika Emosi Dominasi Politik

",47636.png
47875,0,27-Sep-17,"Bahasa Jepang Ike Dikonotasikan sebagai kata Komunis, Sipit, PKI dan LGBT","Awas! Untuk orang tua yang memiliki putra dan putri yang sudah remaja dan beranjak dewasa, bekali dan bentengi putra-putri Anda denga ilmu Agama jika tidak ingin putar-putri Anda terjerumus ke dalam jurang kehancuran yang salah satunya adalah “IKEH-IKEH”…
 Colek KOMUNIS
 Hmmm matanya sipit…!!!!!",47875.jpg
48121,0,12-Apr-17,"Anies Kalah, Muslim Marah, Siap Revolusi","Tanpa rekam jejak yang bagus…
 Tanpa program yang nyata…
 Isu SARA lah yang jadi ujung tombak kampanye…
 Dan…
 TAK SIAP KALAH pulak….",48121.jpg
48399,1,25-Jan-17,Klarifikasi Penyebar Berita Detikcom Hoax,MEDIA ONLINE ( MEDIA DARING ),48399.jpg
48435,1,17-Jan-17,: FPI Bubarkan Pengobatan Gratis DPP PDI Perjuangan di Tambora,"Pasangan calon Gubernur dan Wakil Gubernur DKI Basuki-Djarot kembali menghadapi tindak kekerasan ketika melakukan kampanye. Kali ini dilakukan oleh sekelompok orang yang menggunakan atribut dan bendera keagamaan tertentu (beberapa diantaranya menggunakan topi bertuliskan FPI) menghentikan dengan paksa bhakti sosiaL berupa pengobatan gratis massal yang dilakukan Baguna (Badan Penanggulangan Bencana) DPP PDI Perjuangan di Kelurahan Jembatan Besi, Kecamatan Tambora, Minggu tanggal 15 Januari 2017.",48435.jpg
48758,1,18-Nov-16,: Logo Bank Indonesia Pecahan Seratus Ribu Terdapat Pada Bendera Tentara Komunis,Logo Bank Indonesia Pecahan Seratus Ribu Terdapat Pada Bendera Tentara Komunis,48758.jpg
48981,1,3-Mar-16,Biskuit Crispy Crackers diklaim mengandung lilin karena mudah terbakar,(berupa vidio yang menjelaskan jika biskuit crispy crackers mengandung lilin karena sangat mudah terbakar),48981.jpg
49087,1,30-Oct-15,Rokok Marlboro Berisi Ganja,Produsen rokok Phillip Morris mulai menjual jenis rokok yang menggandung ganja atau marijuana. Produk ini dipasarkan dengan jenis “MARLBORO M” dan tersedia di outlet khusus yang berlisensi di negara bagian Colorado dan Wshington DC.,49087.jpg
49462,1,29-Jul-20,5G antenna in your mask,5G antenna inside of your masks,49462.png
49858,1,22-Jun-20,PKS menolak apa bersandiwara?,PKS menolak apa bersandiwara?,49858.png
49902,1,16-Jun-20,Di Jerman tiba2 terdapat *awan hitam tedengar suara adzan sedangkan lingkungan sekitar tdk ada masjid,"Di Jerman secara tiba2 terdapat *awan hitam dan tedengar suara orang adzan, sedangkan lingkungan sekitar tdk ada masjid… Orang2 yg kebetulan lewat di lokasi itu semuanya nonton sambil mengambil gambar awan dan merekam suara adzan tsb… Silahkan saksikan…",49902.png
49915,1,15-Jun-20,"Di film kapten amerika, capten steve bangun pada masa modern dan kamu bisa lihat virus corona","Di fi kapten amerika, capten steve bangun pada masa modern dan kamu bisa lihat virus corona Repost @marvel2k19__ • • • • • • Follow me for more #anthonymackie #sebastianstan #wyattrussell #zemo #disneyplus #thefalconandthewintersoldier #thanosdidnothingwrong #blackpanther2 #avengers #endgame #infinitywar #chrisevans #chrishemsworth #captainamerica #thor #falconandthewintersoldier #hawkeye #infintywar #marvelindonesia #marvelindo #konspirasi",49915.png
50152,1,18-May-20,Katanya jaga jarak mutusin matarantai eh kok konser malah rame dan doi datang lagi,Katanya jaga jarak mutusin matarantai eh kok konser malah rame dan doi datang lagi Aduh..piye iki piye toh…,50152.png
50576,1,8-Apr-20,Menag Izinkan Masjid Gelar Salat Tarawih Saat Pandemi Covid-19,"Menteri Agama Fahrur Rozi mengizinkan masjid2 untuk melaksanakan sholat tarawih, buka puasa bersama dll di bulan Ramadan tahun ini dengan tetap menjaga kebersihan dan kewaspadaan.”",50576.jpg
50766,1,23-Mar-20,Pasar-Pasar Tradisional di Tanjung Karang & Teluk Betung Mulai Besok Ada yang Tutup 3 Hari SD 5 Hari,"Utuk saudara” yg mau beli
 
 obat/ vitamin utk persediaan d
 
 rumah,,,,belilah sekarang,karna stok
 
 obat vitamin yg lg dibutuhkan saat
 
 ini stoknya sdh menipis,, Distributor
 
 Farmasi obat”an & Expedisi byk yg
 
 diliburkan.
 
 Beberapa Pasar” Tradisional d
 
 Tjk.Karang & Teluk Betung mulai
 
 besok ada yg tutup 3hr SD 5hr
 
 karna mau d Semprot/Disterilisasi,
 
 dr pemerintah,,,, Jadi yg mau beli
 
 Sayur”an belilah sekarang,,,”",50766.jpg
50920,1,12-Mar-20,Area Kantor Nokia di Menara Mulia Dibersihkan Setelah Ada Karyawan Meninggal,"Area kantor Nokia di Menara Mulia besok dibersihkan setelah ada karyawan Nokia di lt.4 tiba-tiba meninggal Senin kemarin, masuk RS tgl 7 Maret dan meninggal tgl 9 Maret dengan kondisi demam dan muntah. Suspect awal typus seperti suspect awal kasus corona 1 & 2 di depok. Lucunya, teman-teman se-cubical almarhum tiba-tiba demam semua juga 😢",50920.jpg
51471,1,8-Dec-19,ISTANA MERESMIKAN BAHWA PKI DIPERBOLEHKAN DI INDONESIA,Istana Meresmikan PKI Diperbolehkan di Indonesia,51471.png
51678,1,26-Oct-19,Razia Indomie di Taiwan,"Ini adalah Siaran Berita Malam sebuah TV di Taiwan. Menyampaikan berita, bahwa INDOMIE INDONESIA TERDITEKSI MENGANDUNG BAHAN PENGAWET YANG DIPAKAI UNTUK KOSMETIK, JUGA BAHAN LAIN YANG AKAN MERUSAK MAAG DAN HATI, SERTA SUDAH DIPERINTAH DITURUNKAN DARI RAK PENJUALAN DI SEMUA TOKO DI SELURUH KOTA YANG ADA YANG MENJUAL INDOMIE.",51678.png
51699,1,21-Oct-19,Polisi Mengamankan Mobil Berisi Bahan Peledak Saat Pelantikan Presiden dan Wakil Presiden,"Halo… @tempodotco & LSM HAM masih mau bilang: pengamanan pelantikan presiden, LEBAY? Aparat mendapatkan mobil dengan no polisi palsu berisikan bahan peledak.",51699.png
51856,1,25-Sep-19,mahasiswa usir para penumpang gelap ini,Ayo teman-teman mahasiswa usir para penumpang gelap ini dari barisan kalian!,51856.png
51873,1,23-Sep-19,Artikel Jokowi Sebut China Akan Bantu Padamkan Kebakaran Hutan di Indonesia,Departemen Pemadam Kebakaran RRC (China) bersiap membantu saudara dekatnya yaitu Indonesia memadamkan kebakaran hutan untuk mengurangi kabut asap.,51873.png
51884,1,20-Sep-19,"Padahal Baru 35 Menit Lalu di Riau, Tiba-Tiba Sekarang Sudah Di Jakarta","Padahal 35 menit yg lalu meninjau kebakaran hutan dan lahan di Riau, tapi tiba-tiba sekarang sudah di Jakarta. Apakah semua ini HOAX?",51884.png
52423,1,11-Jun-19,Posko Perlawanan Kebangkitan PKI di Glodok,POSKO PERLAWANAN KEBANGKITAN PKI DI DAERAH GLODOK,52423.png
52685,1,23-Apr-19,Ketua KPU 2014 Husni Kamil Mayatnya Penuh Bercak Darah,Cek tangkapan layar,52685.png
52896,1,20-Mar-19,"Jembatan di Palembang Dipenuhi Pendukung Jokowi, Saking Penuhnya Seperti Tumpukan Pasir","Masya Allah….
Seperti tumpukan pasir……
Palembang Jokowi lagi…….",52896.png
53060,1,23-Feb-19,Rakyat Cina Sudah Mendatangi KPU Surabaya untuk Daftar Sebagai DPT Pemilu,"Mereka Sudah Mulai Beraksi Datangi KPU Boooooss……..
 Foto Ini Diambil Di Gedung KPU Daerah Surabaya Jawa Timur.
 Tampak Rakyat China Sudah Mendatangi KPU Untuk Daftar Sebagai DPT Pemilu.",53060.png
53879,1,09-Okt-18,Tak Benar Kwik Kian Gie Meninggal Dunia,Kwik Kian Gie,53879.jpg
54060,1,15-Sep-18,jelas jelas manusia ini pro PKI,"“Manusia ini yg kmrn pasang tagar tetap pancasila…prettt!
 Jelas Prabowolah yg lbh pancasilais krn tdk pernah miring ke kiri (komunis) dan tdk jg miring ke kanan (isis, wahabi dll). Hanya cebong dungu yg msh mau ikutin kegiatannya…krn jelas jelas manusia ini pro PKI”",54060.jpg
54451,0,17-Jul-18,BKD Provinsi Papua Tidak Pernah Janjikan Jatah Penerimaan CPNS 2018,Saya dan staf di BKD Papua tidak pernah meminta uang untuk menjanjikan jatah dalam penerimaan CPNS.,54451.png
54482,1,11-Jul-18,14 TNI diselundupkan ke tanah Arab,SAVE PALESTINA,54482.png
54490,1,11-Jul-18,Penangkapan Tuyul di Desa Karangejo Blitar,"Sing rumongso kelangan tuyul ndang reneo, inbok/ wa,08595321669388 timbang tak sikso.",54490.jpg
54602,1,25-Jun-18,Ternyata Sebenarnya Mereka Tentara Cina yang Nyamar,Di Halim Perdanakusuma ditangkap TKA Tiongkok dlm proyek kereta api cepat Bdg- JKT.,54602.png
54760,1,16-May-18,Penyusup di GPIB Maranatha Bandung,"Kapolrestabes Bandung, Kombes Pol Hendro Pandowo mengatakan berita terkait adanya salah satu terduga teroris di wilayah hukum Polrestabes Bandung merupakan berita hoax. “Iya itu hoax, kemungkinan dia adalah jemaat baru,” kata Hendro, Selasa (15/5).",54760.png
55282,1,22-Feb-18,"Dilaporkan ke Polisi karena Hate Speech, Pendiri Seword.com Anggap Salah Alamat","Terakhir, ada sebuah artikel yang menyingkat nama gubernur dan wakil gubernur terpilih DKI Jakarta Anies Baswedan dan Sandiaga Uno dengan sebutan ASU, bahasa Jawa dari kata ‘anjing’. Artikel tersebut juga disertai ilustrasi gambar anjing yang tengah menyalak.
 …
 Alif mengaku dirinya sebagai pihak manajemen Seword.com sudah menegur penulis konten. Ia juga meminta berita yang dimaksud diubah atau dihapus. Saat ini, tulisan yang dimaksud memang sudah tidak bisa diakses.",55282.jpg
55491,0,11-Jan-18,: Penerapan Sistem Ganjil Genap di Tol Cikampek,rencana membatasi kendaraan berdasarkan pelat nomor ganjil-genap di Tol Jakarta-Cikampek akan diuji coba pada Selasa (22/8/2017). Uji coba sistem tersebut hanya dilakukan pada pagi hari.,55491.jpg
55714,0,30-Nov-17,Pemerintah dengan asik duduk dikursi diskusi dan bilang...,"Bantu #Viraklan lagi ya sob !!! Kita Rakyat Indonesia Harus Tau mereka yg Rakus2 Dunia lagi lagi #MenindasWongCilik.
Sakit Hati ini melihat saudara2 kita diperlakukan seperti itu oleh penguasa Rakus. Mreka seblumnya hidup damai sbgai petani, tapi lihat saat ini, tak ada kedamaian lagi disana. ????",55714.png
56096,1,21-Sep-17,"The un, OIC, world human rights organization have become blind..","জাতি সংঘ,ওআইসি,বিশ্ব মানবাধিকার সংস্থা তোরা কি অন্ধ হয়ে গেছিস..দেখ কিভাবে মায়ানমারে মুসলিম নিধন চলছে..তোরা অং সাং সূচিকে আরেকখান নোভেল দে!! ঘুমিয়ে থাক দুনিয়ার সব মুসলিম!!”, English translated version: “The un, OIC, world human rights organization have become blind.. see how the Muslims are going to kill Myanmar.. You Aung San the!! Sleep all the Muslims in the world!!”",56096.png
56707,1,1-Jan-17,Pelaku Pembunuhan Pulo Mas Ridwan Sitorus alias Ius Pane Ditangkap di Medan,"Ridwan alias Ius Pane, DPO Perampokan Pulomas Ditangkap di Medan",56707.jpg
57163,1,20-Mar-16,Fenomena Equinox Bikin Suhu Jadi 40 Derajat Celcius di Indonesia,"Teman2 yb, sekedar menginformasikan saja, karena fenomena Equinox yang akan mempengaruhi Malaysia, Singapura dan Indonesia di 5 hr ke depan. Disarankan utk tinggal di dalam rumah atau diruang kerja terutama dari jam 12:00-15:00 setiap hari.",57163.png
57372,1,21-Aug-20,Foto Jokowi Mengukur Baju Karya Desainer Ivan Gunawan,"Contoh Pemimpin Merakyat Tapi Hati Buat KONGLOMERAT.
 
 Lagi Ngukur Baju Gaesss Biar Kelihatan Merakyat, Buat Hadiri DEKLARASI KITA Dan JURI DANGDUT AKADEMI INDOSIAR😂😂
 Karya Desainer Terkenal Ivan Gunawan.",57372.jpg
57800,1,18-Jul-20,Instruksi Gubernur DKI Jakarta Penilangan Untuk yang Tidak Bermasker Melalui Pikobar,Yth.Seluruh Anggota Grup Sesuai Instruksi Gubernur DKI Jakarta Hasil Rapat Tim Gugus Tugas Covid 19 DKI Jakarta sbb:,57800.jpg
57806,1,16-Jul-20,Pendukung Fanatik Jokowi Meninggal Setelah Berjalan 15 Kilometer,Kpd teman2 Banser & para cebong. Cepatlah Tobat sblm ajal datang mendadak seperti ini.,57806.png
57915,1,7-Jul-20,Breaking News: Megawati Mengundurkan Diri Dari Ketua Umum PDIP,"Disaat_umat_ISLAM_lagi_gencar_menyerang_Moncong_Putih,_tiba-tiba_Megawati_mengundurkan_diri_dari_Ketua_Umum_PDIP… Ada ya dengan mbak mega…",57915.png
58025,1,25-Jun-20,Ruslan Buton Dipecat dari TNI karena Tolak TKA China,"Jadi Ruslan itu pada 2017, dia tangkap TKA China yang di Maluku Utara, orang China bawa visa turis bekerja di perusahaan pertambangan. Nggak usah ku kasih tau lah PT-nya. Dia tangkap karena dia komandan di daerah sana,",58025.png
58201,1,3-Jun-20,Geoge Floyd tewas ditembak,"Geoge Floyd, pemuda kulit hitam tewas ditembak Polisi di Amerika. Polisi membantahnya. Lalu rekaman CCTV beredar. Sontak seluruh Amerika rusuh. Kalau di Plnet Yours “yang mesti ditangkap itu yg men-share video CCTV nya itu…”. Ya, kan…?",58201.png
58268,1,25-May-20,kadus dihakimi warga sampai babak belur akibat pembagian sembako corona tidak tepat sasaran,"Kepala dusun bagi sembako dihajar massa karena dia pili kasi,” dan “Seorang KADUS (kepala dusun) di hakimi warga sampai babak belur…akibat pembagian sembako corona tidak tepat sasaran…",58268.png
58329,1,18-May-20,Wapres Tidak Masalah Konser Di Bulan Ramadhan Malah Anda Ikut Nonton& Ikut Berdonasi Pahalanya Melebihi Berpuasa,"Ini Menari Di Atas Luka Rakyat Mbah Amin Di Lockdown Rakyat Patuh,Rakyat Suruh Di Rumah Saja Rakyat Nurut,Di Suruh Ndak Mudik Rakyatpun Nurut,Di Suruh Ibadah Di Rumah Jg Nurut,Lha Ini Bertajuk Konser Tanggal 23 mei Tapi Sebenarnya Mereka Merayakan ULTAH PKI Yg ke 100. Saya Mbah 7 turunan ndak Sudi Nonton Dan Berdonasi Di Konser Ultah PKI Ke 100.",58329.png
58678,1,19-Apr-20,Foto Italia telah Gagal Sepenuhnya COVID-19,"Perdana Menteri Italia berkata : Penjagaan kami sudah tiada. Penyakit ini terus membunuh kami. Segala Penyembuhan di Dunia, Sudah Tamat. …",58678.png
58725,1,13-Apr-20,Pesan Berantai PT MOSI Tawarkan Rapid Test Kit COVID-19,"Dear bapak/ibu dalam masa pandemic ini, kami PT Mutiara Optima Sinergi Indonesia (MOSI) ingin menyampaikan, bahwa PT MOSI saat ini bekerja sama dengan beberapa BUMN untuk mendatangkan Rapid Test kit Covid-19 uangvakan tersedia dalam 2 minggu kedepan.",58725.jpg
58794,1,6-Apr-20,Puncak Persebaran Virus Corona 4 April Hingga 18 April 2020,"Dari 4 April hingga 18 April kita harus menjaga diri kita sendiri, karena kita akan berada di puncak penyebaran virus dalam dua minggu. Biasanya dalam dua minggu itu semua yang terinfeksi akan muncul.",58794.jpg
58824,1,3-Apr-20,jakarta menjadi daerah paling banyak terinfeksi virus covid-19 karena salah pilih gubernur,"jakarta menjadi daerah paling banyak terinfeksi virus covid-19 karena salah pilih gubernur,",58824.png
59048,1,16-Mar-20,Alkohol Bisa Membunuh Coronavirus Covid-19,"“Wowww …Ayooo … terus Budaya dari leluhur minuman Cap Tikus harus ditiadakan … ??? Mikir dulu apa … !!! Peace … Note : Selengkapnya untuk info ini saya dapat dari mana bisa langsung ke Facebook saya ya .
 Terima kasih .”
 
 Di gambar itu, terdapat logo CNN, juga narasi “Alcohol kill coronavirus”",59048.png
59142,1,5-Mar-20,Foto Kabah sepi dari yang Thawaf karena Virus Corona,"Astaghfirullah haladzhim.
 Salah satu tanda kiamat adalah bila sudah tidak ada lagi yg Thawaf mengelilingi Ka’bah. Dulu kita mungkin pernah berpikir, “masa sih, Ka’bah sepi dari yang Thawaf.” Tapi kini, seiring waktu, kejadian demi kejadian, akhirnya kita bisa mengerti dan memahami, bahwa hanya dengan satu kasus saja yaitu: virus corona yang berasal dari Wuhan-China, pemerintah Arab Saudi menutup pintu masuk bandaranya untuk seluruh negara yang terinfeksi dengan virus corona, termasuk pada jamaah yang akan malaksanakan ibadah umroh",59142.png
59352,1,27-Jan-20,Air Rebusan Bawang Putih Menyembuhkan Virus Corona,"Ini bawang puti yg besar ambil 8 biji, dikupas kulitnya ditaruh mangkok di tuang 7 gelas air mendidih selama 3 menit setelah itu di minum langsung 2 gelas ,ternyata pasien yg kena Virus Corona sembuh di hari kedua/setelah malam minum air bawang putih ini!!!!!",59352.png
59482,1,5-Jan-20,Pelintiran Judul Berita Dokter Minta Wapres Maruf Amin Beristirahat,"“Kira kira penggantinya siapa yaa..”
  “drama yg sudah diprediksi dari sejak lama”",59482.png
